No,자료유형,등록번호,자료명,저자,출판사,출판년도,청구기호,자료상태,소장처
4940,단행본,0000018713,(Why?)바다,이광웅 글;김광호 지음,예림당,2020,408 초27 v.3 c.3,대출가능,입실초등학교
4941,단행본,0000018712,(Why?)미술,조영선 글;이영호 그림,예림당,2020,082 인36 v.6,대출가능,입실초등학교
4942,단행본,0000018711,(Why?)미래과학,조영선 글;이영호 그림,예림당,2019,408 초27 v.42,대출가능,입실초등학교
4943,단행본,0000018710,(Why?)드론,조영선 글;이영호 그림,예림당,2019,408 초27 v.70,대출가능,입실초등학교
4944,단행본,0000018709,(Why?)독 있는 동식물,정수은 글;송회석 그림,예림당,2019,408 초27 v.26 c.2,대출가능,입실초등학교
4945,단행본,0000018708,(Why?)기생충,전윤경 글;김기수 그림,예림당,2019,408 초27 v.84,대출가능,입실초등학교
4946,단행본,0000018707,(Why?)공룡,이항선 글;송회석 그림,예림당,2019,408 초27 v.14 c.3,대출가능,입실초등학교
4947,단행본,0000018706,(Why?)곤충,이광웅 글;송회석 그림,예림당,2021,408 초27 v.8 c.3,대출가능,입실초등학교
4948,단행본,0000018705,(Why?)게임 과학,조영선 글;이영호 그림,예림당,2020,408 초27 v.97,대출가능,입실초등학교
4949,단행본,0000018704,13층 나무 집,앤디 그리피스 글;테리 덴톤 그림;신수진 옮김,시공주니어,2015,843.8 그298ㅅ c.3,대출가능,입실초등학교
4950,단행본,0000018703,귀신 선생과 공부 벌레들,최은영 글;이수진 그림,개암나무,2015,991.1 최67ㄱ,대출가능,입실초등학교
4951,단행본,0000018702,4만 년 전 비밀을 품은 아이,한영미 글;최희옥 그림,개암나무,2015,911 한16 c.2,대출가능,입실초등학교
4952,단행본,0000018701,(궁금쟁이 김 선비)우리 전통 과학에 쏙 빠졌네!,서선연 글;백명식 그림,개암나무,2015,380.911 서54ㅇ,대출가능,입실초등학교
4953,단행본,0000018700,(이야기할아버지의)이상한 밤,임혜령 글;류재수 그림,한림출판사,2012,813.8 임84ㅇ c.3,대출가능,입실초등학교
4954,단행본,0000018698,(초등학생을 위한)멘사 수학 퍼즐,해럴드 게일;캐럴린 스키트 [공]지음;김요한 옮김,바이킹,2019,410 게68ㅁ,대출가능,입실초등학교
4955,단행본,0000018696,뿡!,보리스 보이체홉스키 글;알라 벨로바 그림;레나 옮김,청어람아이,2019,511.43 보68ㅃ,대출가능,입실초등학교
4956,단행본,0000018695,하루에 한 편 이솝이야기,이솝 지음;이수지 엮음;전정환 그림,엠앤키즈,2019,892.1 이55ㅎ,대출가능,입실초등학교
4957,단행본,0000018694,마음에도 근육이 필요해,마음꽃을 피우는 사람들 글;김효진 그림,고래이야기,2021,183.2 마67ㅁ,대출가능,입실초등학교
4958,단행본,0000018693,콩닥콩닥 짝 바꾸는 날,강정연 글;김진화 그림,시공주니어,2018,813.8 강74ㅋ c.2,대출가능,입실초등학교
4959,단행본,0000018692,겨자씨의 꿈,조성자 글;허구 그림,현암사,2013,813.8 조54ㄱ,대출가능,입실초등학교
4960,단행본,0000018691,찰리와 초콜릿 공장,로알드 달 글;퀸틴 블레이크 그림;지혜연 옮김,시공주니어,2019,843 달295ㅊ,대출가능,입실초등학교
4961,단행본,0000018690,내 이름은 삐삐 롱스타킹,아스트리드 린드그렌 글;잉리드 방 니만 그림;햇살과나무꾼 옮김,시공주니어,2021,859.7 린27ㄴ,대출가능,입실초등학교
4962,단행본,0000018689,방사능이 도대체 뭘까?,알랭 부케 글;세바스티앵 슈브렐 그림;이효숙 옮김,다산기획,2011,429 부874ㅂ c.4,대출가능,입실초등학교
4963,단행본,0000018688,인공지능 로봇이 전학을 온다면?,아라이 노리코 지음;김정환 옮김,아름다운사람들,2019,559.962 아292ㅇ,대출가능,입실초등학교
4964,단행본,0000018687,동물도 권리가 있어요,권유경 글;동물권행동 카라 구성;김소희 그림,풀빛,2019,491.508 권66ㄷ c.7,대출가능,입실초등학교
4965,단행본,0000018686,(어린 과학자를 위한)게임 이야기,박열음 지음;홍성지 그림,봄나무,2018,691.15 박64ㄱ,대출가능,입실초등학교
4966,단행본,0000018685,내 마음 배송 완료,송방순 지음;김진화 그림,논장,2020,813.8 송42ㄴ,대출가능,입실초등학교
4967,단행본,0000018684,(말라깽이 돼지)애니,조찬양 글;이갑규 그림,킨더랜드,2017,813.8 조82ㅇ c.2,대출가능,입실초등학교
4968,단행본,0000018683,(설민석의) 한국사 대모험. 10: 공갈이는 어디에?,설민석;스토리박스 [공]글;정현희 그림,아이휴먼,2019,911 설38ㅎ v.10 c.2,대출가능,입실초등학교
4969,단행본,0000018682,(설민석의)한국사 대모험. 9: 독립운동 편,설민석;스토리박스 [공]글;정현희 그림,아이휴먼,2018,911 설38ㅎ v.9 c.2,대출가능,입실초등학교
4970,단행본,0000018681,"(설민석의)한국사 대모험. 8: 온달, 두 마리 토끼를 잡아라!",설민석;스토리박스 [공]글;정현희 그림,아이휴먼,2018,911 설38ㅎ v.8 c.2,대출가능,입실초등학교
4971,단행본,0000018679,"(설민석의)한국사 대모험. 6: 설쌤과 황 대감, 화해 대작전!",설민석;스토리박스 [공]글;정현희 그림,아이휴먼(휴먼큐브),2018,911 설38ㅎ v.6 c.3,대출가능,입실초등학교
4972,단행본,0000018678,(설민석의)한국사 대모험. 5: 조선 시대 편 온달이 아빠는 너무 바빠요!,설민석;스토리박스 [공]글;정현희 그림,아이휴먼(휴먼큐브),2017,911 설38ㅎ v.5 c.3,대출가능,입실초등학교
4973,단행본,0000018677,"(설민석의)한국사 대모험. 4: 본격 부마 결정전, 온달 대 공갈",설민석;스토리박스 [공]글;정현희 그림,아이휴먼(휴먼큐브),2017,911 설38ㅎ v.4 c.3,대출가능,입실초등학교
4974,단행본,0000018676,"(설민석의)한국사 대모험. 3: 온달, 왕의 시험에 대비하라!",설민석;스토리박스 [공]글;정현희 그림,아이휴먼(휴먼큐브),2017,911 설38ㅎ v.3 c.3,대출가능,입실초등학교
4975,단행본,0000018675,"(설민석의)한국사 대모험. 2: 설쌤의 라이벌, 황 대감의 등장!",설민석;스토리박스 [공]글;정현희 그림,아이휴먼(휴먼큐브),2017,911 설38ㅎ v.2 c.3,대출가능,입실초등학교
4976,단행본,0000018674,(설민석의)한국사 대모험. 1: 특명! 온달을 역사 천재로 만들어라!,설민석;스토리박스 [공]글;정현희 그림,아이휴먼(휴먼큐브),2017,911 설38ㅎ v.1 c.3,대출가능,입실초등학교
4977,단행본,0000018673,(믿거나 말거나)속담 이야기,임덕연 글;안윤경 그림,산하,2014,388.6 임24ㅅ,대출가능,입실초등학교
4978,단행본,0000018672,지각 중계석,김현욱 [시];이순표 그림,문학동네,2015,811.8 김94ㅈ c.2,대출가능,입실초등학교
4979,단행본,0000018671,우리 세상의 기호들,유다정 글;이현진 그림,논장,2018,701 유22ㅇ,대출가능,입실초등학교
4980,단행본,0000018670,자유가 뭐예요?,오스카 브르니피에 글;프레데릭 레베나 그림;양진희 옮김,상수리나무,2008,104 브297ㅈ,대출가능,입실초등학교
4981,단행본,0000018669,떠들썩한 마을의 아이들,아스트리드 린드그렌 지음;일론 비클란드 그림;햇살과나무꾼 옮김,논장,2013,859.7 린27ㄸ,대출가능,입실초등학교
4982,단행본,0000018668,삐뚤빼뚤 쓰는 법,앤 파인 글;윤재정 옮김,논장,2009,843 파68ㅃ,대출가능,입실초등학교
4983,단행본,0000018667,지구사용설명서. 1,"환경운동연합,환경교육센터 [공]글;김지민 그림",한솔수북,2021,539.9 환14ㅈ v.1,대출가능,입실초등학교
4984,단행본,0000018664,"4차 산업 혁명, 얼마나 알고 있니?",고정욱 글;국민지 그림,그린북,2018,331.5412 고74ㅅ,대출가능,입실초등학교
4985,단행본,0000018663,스파이더맨 지퍼,김점선 지음;정은선 그림,가문비어린이,2021,813.8 김74ㅅ,대출가능,입실초등학교
4986,단행본,0000018662,쥐포스타일,김지영 글;강경수 그림,비룡소,2015,813.8 김78ㅈ,대출가능,입실초등학교
4987,단행본,0000018661,우주에서 온 통조림,사토 사토루 글;오카모토 준 그림;김정화 옮김,논장,2015,833.8 사885ㅇ,대출가능,입실초등학교
4988,단행본,0000018660,내가 법을 만든다면?,"유재원,한정아 [공]글;박지은 그림",토토북,2015,360 유73ㄴ,대출가능,입실초등학교
4989,단행본,0000018659,엄마 VS 나,이욱재 글·그림,노란돼지,2015,813.8 이66ㅇ,대출가능,입실초등학교
4990,단행본,0000018658,엄마 사용 설명서,이토 미쿠 지음;고향옥 옮김;조윤주 그림,우리교육,2015,833.8 이885ㅇ,대출가능,입실초등학교
4991,단행본,0000018657,어쩌면 인류 최초의 벽화 이야기,데이비드 젤처 글;잰 제라디 그림;이지혜 옮김,책속물고기,2015,843 젤83ㅇ,대출가능,입실초등학교
4992,단행본,0000018656,어느 작은 사건,루쉰 글;전형준 옮김;이담 그림,두레아이들,2014,823.7 루56ㅇ,대출가능,입실초등학교
4993,단행본,0000018655,어느 날 구두에게 생긴 일,황선미 지음;신지수 그림,비룡소,2014,813.8 황54ㅇ c.2,대출가능,입실초등학교
4994,단행본,0000018654,수학 없는 수학,애나 웰트만 글;고호관 옮김,이퍼블릭,2020,410 웰887ㅅ,대출가능,입실초등학교
4995,단행본,0000018653,(세상을 움직이는)교통 이야기,베로니크 코르지베 글;장-크리스노프 마쥐리 그림;정미애 옮김,다림,2015,326.3 코297ㄱ c.2,대출가능,입실초등학교
4996,단행본,0000018652,성교육 상식사전,인간과성교육연구소 지음;다카야나기 미치코 엮음;남동윤 그림;김정화 옮김,길벗스쿨,2015,334.225 인12ㅅ,대출가능,입실초등학교
4997,단행본,0000018651,사랑은 인기 순이 아니야,하나가타 미쓰루 글;손지희 그림;고향옥 옮김,천개의바람,2015,833.8 하192ㅅ,대출가능,입실초등학교
4998,단행본,0000018650,별들이 반짝반짝,마르게리타 해크;페데리코 타디아 지음;로베르토 루치아니 그림;김현주 옮김,청어람미디어,2014,443.1 해877ㅂ,대출가능,입실초등학교
4999,단행본,0000018649,바이러스 감염소동,콘스탄틴 스크리프킨 글;알렉산드르 안토노프 그림;이경아 옮김,꼬마이실,2015,513.97 스877ㅂ,대출가능,입실초등학교
5000,단행본,0000018648,몸이 불편해도 못할 건 없어!,이리나 야시나 글;타티야나 코르메르 그림;이경아 옮김,꼬마이실,2015,892.83 야58ㅁ,대출가능,입실초등학교
5001,단행본,0000018647,메시,예프테 다르스키 지음;이성모 옮김,다봄,2015,695.4099 다297ㅁ,대출가능,입실초등학교
5002,단행본,0000018646,공부의 신,"권도일,남수진 [같이]글;김미정 그림",노란돼지,2016,373.4 권25ㄱ,대출가능,입실초등학교
5003,단행본,0000018645,여자와 남자는 같아요,플란텔 팀 글;루시 구티에레스 그림;김정하 옮김,풀빛,2017,337 팀897ㅇ,대출가능,입실초등학교
5004,단행본,0000018644,"렛츠고, 어드벤처","안 푸제,벵상 뒤트레 지음;이현정 옮김",청어람아이,2015,980.29 푸74ㄹ,대출가능,입실초등학교
5005,단행본,0000018643,동전이 사라지는 마술,케이트 이건;마이크 레인 [공]글;에릭 와이트 그림;조유나 옮김,국민서관,2015,843 이14ㄷ,대출가능,입실초등학교
5006,단행본,0000018642,"뛰어라, 점프!",하신하 글;안은진 그림,논장,2014,813.8 하58ㄸ,대출가능,입실초등학교
5007,단행본,0000018641,내가 그런 게 아니야!,임서경 글;김현근 그림,크레용하우스,2015,813.8 임54ㄴ,대출가능,입실초등학교
5008,단행본,0000018640,나만 아니면 괜찮을까?,"필리스 카우프만 굿스타인,엘리자베스 버딕 글;신민재 그림;전지숙 옮김",길벗스쿨,2014,334.3 굿57ㄴ,대출가능,입실초등학교
5009,단행본,0000018639,걱정 먹는 우체통,김응;김유 [공]엮음,하늘을나는교실,201,800 김744ㄱ c.2,대출가능,입실초등학교
5010,단행본,0000018638,꿈꾸는 고래 아이딘,조르디 시에라 이 파브라 글;김정하 옮김,노란상상,2015,873 파47ㄲ,대출가능,입실초등학교
5011,단행본,0000018637,꼬마 선장,빠울 비겔 글;칼 홀란더 그림;유동익 옮김,책과콩나무,2015,859.3 비14ㄲ,대출가능,입실초등학교
5012,단행본,0000018636,경주로 보는 신라,안미연 글;정경아 그림,현암사,2015,911.034 안38ㄱ,대출가능,입실초등학교
5013,단행본,0000018635,검은 꽃 슬아의 꿈,이영 글;김나영 그림,킨더랜드,2015,813.8 이64ㄱ,대출가능,입실초등학교
5014,단행본,0000018634,내 직업은 직업발명가,강승임 글;박민희 그림,책속물고기,2015,336.24 강57ㄴ,대출가능,입실초등학교
5015,단행본,0000018633,15소년 안전 표류기,강승임 글;허지영 그림,책속물고기,2016,372.42 강57ㅅ c.2,대출가능,입실초등학교
5016,단행본,0000018632,재미있다! 한국사. 6: 대한민국,구완회 글;심차섭 그림,창비,2015,911 구65ㅈ v.6,대출가능,입실초등학교
5017,단행본,0000018631,재미있다! 한국사. 5: 대한 제국과 일제 강점기,구완회 글;심차섭 그림,창비,2015,911 구65ㅈ v.5,대출가능,입실초등학교
5018,단행본,0000018630,재미있다! 한국사. 4: 조선후기,구완회 글;심차섭 그림,창비,2015,911 구65ㅈ v.4,대출가능,입실초등학교
5019,단행본,0000018629,재미있다! 한국사. 3: 조선 전기,구완회 지음;김재희 그림,창비,2015,911 구65ㅈ v.3,대출가능,입실초등학교
5020,단행본,0000018627,"재미있다! 한국사. 1: 선사 시대부터 통일 신라,발해 까지",구완회 글;김재희 그림,창비,2015,911 구65ㅈ v.1,대출가능,입실초등학교
5021,단행본,0000018626,환경 정의,장성익 글;이광익 그림,풀빛,2020,539 장54ㅎ,대출가능,입실초등학교
5022,단행본,0000018625,초정리 편지,배유안 지음;홍선주 그림,창비,2013,813.8 배66ㅊ,대출가능,입실초등학교
5023,단행본,0000018624,우리는 우주를 꿈꾼다,에린 엔트라다 켈리 글·그림;고정아 옮김,밝은미래,2020,843 켈298ㅇ,대출가능,입실초등학교
5024,단행본,0000018622,아낌없이 주는 나무,쉘 실버스타인 글·그림;이재명 옮김,시공주니어,2017,843 실44ㅇ,대출가능,입실초등학교
5025,단행본,0000018621,"소리 질러, 운동장",진형민 지음;이한솔 그림,창비,2015,813.8 진94ㅅ,대출가능,입실초등학교
5026,단행본,0000018620,걱정 세탁소,홍민정 글;김도아 그림,좋은책신사고 좋은책어린이,2020,813.8 홍38ㄱ,대출가능,입실초등학교
5027,단행본,0000018619,깊은 밤 필통 안에서,길상효 글;심보영 그림,비룡소,2021,813.8 길52ㄱ,대출가능,입실초등학교
5028,단행본,0000018617,5번 레인,은소홀 글;노인경 그림,문학동네,2020,813.8 은55ㅇ,대출가능,입실초등학교
5029,단행본,0000018616,젓가락 달인,유타루 지음 ;김윤주 그림,바람의아이들,2014,813.8 유557ㅈ c.2,대출가능,입실초등학교
5030,단행본,0000018615,프린들 주세요,앤드루 클레먼츠 지음;햇살과나무꾼 옮김;양혜원 그림,사계절,2011,843 클294ㅍ c.3,대출가능,입실초등학교
5031,단행본,0000018614,동의,레이첼 브라이언 지음;노지양 옮김,아울북,2021,189.2 브292ㄷ c.3,대출가능,입실초등학교
5032,단행본,0000018613,그렇게 그렇게,요시타케 신스케 글·그림;양지연 옮김,주니어김영사,2021,833.8 요58ㄱ,대출가능,입실초등학교
5033,단행본,0000018611,빨강 연필,신수현 지음;김성희 그림,비룡소,2017,813.8 신56ㅃ c.3,대출가능,입실초등학교
5034,단행본,0000018610,갈매기에게 나는 법을 가르쳐준 고양이,루이스 세뿔베다 지음;어억배 그림;유왕무 옮김,바다출판사,2017,870 세46ㄱ c.5,대출가능,입실초등학교
5035,단행본,0000018609,불량한 자전거 여행. 2: 마지막 여행,김남중 지음;문인혜 그림,창비,2019,813.8 김192ㅂ v.2,대출가능,입실초등학교
5036,단행본,0000018608,불량한 자전거 여행,김남중 지음;허태준 그림,창비,2018,813.8 김192ㅂ c.9,대출가능,입실초등학교
5037,단행본,0000018607,마당을 나온 암탉,황선미 지음,사계절,2012,813.8 황54ㅁ c.3,대출가능,입실초등학교
5038,단행본,0000018606,(초등학생을 위한) 나의 라임 오렌지나무,J. M. 바스콘셀로스 지음;박동원 옮김;최수연 그림,동녘주니어,2010,879.3 바575ㄴ c.3,대출가능,입실초등학교
5039,단행본,0000018605,아름다운 아이,R. J. 팔라시오 지음;천미나 옮김,책과콩나무,2012,843 팔292ㅇ,대출가능,입실초등학교
5040,단행본,0000018604,(읽으면서 바로 써먹는)어린이 속담,한날 글·그림,파란정원,2017,388.6 한192ㅇ c.4,대출가능,입실초등학교
5041,단행본,0000018603,십 년 가게. 5: 한가할 때도 있습니다,히로시마 레이코 글;사다케 미호 그림;이소담 옮김,위즈덤하우스,2021,833.8 히295ㅅ v.5,대출가능,입실초등학교
5042,단행본,0000018602,십년 가게. 4: 수수께끼를 풀어 드립니다,히로시마 레이코 글;사다케 미호 그림;이소담 옮김,위즈덤하우스,2021,833.8 히295ㅅ v.4,대출가능,입실초등학교
5043,단행본,0000018601,십년 가게. 3: 가끔은 거절도 합니다,히로시마 레이코 글;사다케 미호 그림;이소담 옮김,위즈덤하우스,2021,833.6 히295ㅅ v.3,대출가능,입실초등학교
5044,단행본,0000018598,아홉 살 마음 사전,박성우 글;김효은 그림,창비,2017,710 박54ㅇ c.5,대출가능,입실초등학교
5045,단행본,0000018597,130층 나무 집,앤디 그리피스 글;테리 덴톤 그림;신수진 옮김,시공주니어,2021,843 그298ㅂ c.3,대출가능,입실초등학교
5046,단행본,0000018596,알수록 재미있는 초등속담 따라쓰기,하은 지음,Gbrain(지브레인),2020,388.6 하67ㅇ,대출가능,입실초등학교
5047,단행본,0000018591,(정재승의)인간 탐구 보고서. 2: 인간의 기억력은 형편없다,"정재은,이고은 [공]지음;김현민 그림",아울북,2021,511.1813 정73ㅇ v.2,대출가능,입실초등학교
5048,단행본,0000018588,복제인간 윤봉구,임은하 지음;정용환 그림,비룡소,2017,813.8 임67ㅂ,대출가능,입실초등학교
5049,단행본,0000018587,세금 내는 아이들,옥효진 글;김미연 그림,한국경제신문,2021,320.4 옥95ㅅ,대출가능,입실초등학교
5050,단행본,0000018586,호랑이를 덫에 가두면,태 켈러 지음;강나은 옮김,돌베개,2021,843 켈294ㅎ,대출가능,입실초등학교
5051,단행본,0000018585,강을 건너는 아이,심진규 글;장선환 그림,천개의바람,2020,813.8 심78ㄱ,대출가능,입실초등학교
5052,단행본,0000018584,푸른 사자 와니니. 3: 새로운 약속,이현 지음;오윤화 그림,창비,2021,813.8 이94ㅍ v.3 c.2,대출가능,입실초등학교
5053,단행본,0000018583,푸른 사자 와니니. 2,이현 지음;오윤화 그림,창비,2019,813.8 이94ㅍ v.2 c.3,대출가능,입실초등학교
5054,단행본,0000018581,긴긴밤,루리 글·그림,문학동네,2020,813.8 루298ㄱ,대출가능,입실초등학교
5055,단행본,0000018580,길 비켜라 고구려가 나가신다,김남석 글;장선환 그림,해와나무,2010,991.1 역52 v.1,대출가능,입실초등학교
5056,단행본,0000018579,어린이에게 꿈과 희망을 준 이야기꾼: 방정환,정임조 글;원유미 그림,해와나무,2011,991.1 역52 v.10,대출가능,입실초등학교
5057,단행본,0000018578,3·1 만세 운동의 불을 밝힌 겨레의 빛: 유관순,송윤섭 글;제소라 그림,해와나무,2010,991.1 역52 v.8,대출가능,입실초등학교
5058,단행본,0000018577,백성을 위해 나라 글을 만든 큰 임금: 세종대왕,이상배 글;이정규 그림,해와나무,2008,991.1 역52 v.7,대출가능,입실초등학교
5059,단행본,0000018576,지혜와 덕으로 삼국 통일을 이끈 여왕: 선덕여왕,강숙인 글;권정선 그림,해와나무,2008,991.1 역52 v.8,대출가능,입실초등학교
5060,단행본,0000018575,1200년 전 세계무역을 펼치다: 해신 장보고,김남석 지음,해와나무,2004,991.1 역52 v.3,대출가능,입실초등학교
5061,단행본,0000018574,세계 평화를 꿈꾼 민족의 영웅: 안중근,김진 글;원유미 그림,해와나무,2009,991.1 역52 v.9,대출가능,입실초등학교
5062,단행본,0000018573,백성이 잘사는 나라를 꿈꾼 실학자: 정약용,양태석 글;강봉승 그림,해와나무,2009,991.1 역52 v.5,대출가능,입실초등학교
5063,단행본,0000018572,실학을 꽃피운 천재 예술가: 김정희,강숙인 글;장선환 그림,해와 나무,2007,991.1 역52 v.6,대출가능,입실초등학교
5064,단행본,0000018571,세종대왕이 사랑한 조선 최고의 발명가: 장영실,송윤섭 글;박은희 그림,해와나무,2008,991.1 역52 v.4,대출가능,입실초등학교
5065,단행본,0000018570,시간 부자가 된 키라,최형미 글;원유미 그림,을파소,2016,325.04 최94ㅅ,대출가능,입실초등학교
5066,단행본,0000018569,열세 살에 마음 부자가 된 키라,보도 섀퍼 글;유영미 옮김;원유미 그림,을파소,2015,853 섀894ㅇ,대출가능,입실초등학교
5067,단행본,0000018568,열두 살에 부자가 된 키라,보도 섀퍼 글;김준광 옮김;원유미 그림,을파소,2014,320.4 섀894ㅇ c.2,대출가능,입실초등학교
5068,단행본,0000018567,사라진 옐언니. 7,김혜련 글;정수영 그림,겜툰,2021,657.1 김94ㅅ v.7,대출중,입실초등학교
5069,단행본,0000018566,사라진 옐언니. 6: 다시 만난 친구들,김혜련 글;정수영 그림,겜툰,2021,657.1 김94ㅅ v.6,대출가능,입실초등학교
5070,단행본,0000018565,사라진 옐언니. 5: 옐언니의 비밀,김혜련 글;정수영 그림,겜툰,2021,657.1 김94ㅅ v.5,대출가능,입실초등학교
5071,단행본,0000018564,사라진 옐언니. 4: 위기의 옐언니,김혜련 글;정수영 그림,겜툰,2020,657.1 김94ㅅ v.4,대출가능,입실초등학교
5072,단행본,0000018563,"사라진 옐언니. 3: 가자, 여왕의 성으로!",김혜련 글;정수영 그림,겜툰,2020,657.1 김94ㅅ v.3,대출중,입실초등학교
5073,단행본,0000018562,사라진 옐언니 2,김혜련,겜툰,2020,657.1 김94ㅅ v.2,대출가능,입실초등학교
5074,단행본,0000018561,사라진 옐언니. 1: SNS 세상으로 들어간 옐언니,김혜련 글;정수영 그림,겜툰,2020,657.1 김94ㅅ v.1,대출중,입실초등학교
5075,단행본,0000018560,밍꼬발랄 공소시효. 5,밍꼬발랄 원작;백승하 글;라임스튜디오 그림,겜툰,2021,657.1 밍15ㅁ v.5,대출중,입실초등학교
5076,단행본,0000018559,밍꼬발랄 공소시효. 4,밍꼬발랄 원작;주상일 글;라임스튜디오 그림,겜툰,2021,657.1 밍15ㅁ v.4,대출중,입실초등학교
5077,단행본,0000018558,밍꼬발랄 공소시효. 3,밍꼬발랄 원작;주상일 글;라임스튜디오 그림,겜툰,2021,657.1 밍15ㅁ v.3,대출중,입실초등학교
5078,단행본,0000018557,밍꼬발랄 공소시효. 2,밍꼬발랄 원작;주상일 글;라임스튜디오 그림,겜툰,2021,657.1 밍15ㅁ v.2,대출가능,입실초등학교
5079,단행본,0000018556,밍꼬발랄 공소시효. 1,밍꼬발랄 원작;주상일 글;라임스튜디오 그림,겜툰,2021,657.1 밍15ㅁ v.1,대출중,입실초등학교
5080,단행본,0000018555,웃소. 1,웃소 원작;박동명 글;박강호 그림,미래엔아이세움,2021,657.1 웃55ㅇ v.1,대출중,입실초등학교
5081,단행본,0000018554,좀비고등학교 코믹스. 24,유대영 지음;라임스튜디오 그림,겜툰,2021,657.1 유23ㅈ v.24,대출가능,입실초등학교
5082,단행본,0000018553,(흔한남매)불꽃 튀는 우리말. 2,흔한남매 원작;한은호 글;유희석 그림,다산어린이,2021,710 흔92ㅂ v.2 c.3,대출중,입실초등학교
5083,단행본,0000018552,(흔한남매)불꽃 튀는 우리말. 1,흔한남매 원작;한은호 글;유희석 그림,다산어린이,2021,710 흔92ㅂ v.1 c.3,대출중,입실초등학교
5084,단행본,0000018551,(코믹 메이플스토리)수학도둑. 54,송도수 글;서정 엔터테인먼트 그림,서울문화사,2021,410 송25ㅅ v.54,대출가능,입실초등학교
5085,단행본,0000018549,파뿌리 24. 1,파뿌리 원작;백승하 글;이정태 그림,겜툰,2021,657.1 파46ㅍ v.1,대출가능,입실초등학교
5086,단행본,0000018548,자동차 세차 교과서,성미당출판 지음;강태욱 옮김,보누스,2019,556.53 성38ㅈ,대출가능,입실초등학교
5087,단행본,0000018547,자동차 정비 교과서,와키모리 히로시 지음;김정환 옮김,보누스,2014,556.53 와878ㅈ,대출가능,입실초등학교
5088,단행본,0000018546,자동차 구조 교과서,아오야마 모토오 지음;김정환 옮김,보누스,2015,556.1 아65ㅈ,대출가능,입실초등학교
5089,단행본,0000018545,총몇명 스토리. 5,총몇명 원작;윤종문 글·그림,미래엔,2019,657.1 총34ㅊ v.5,대출가능,입실초등학교
5090,단행본,0000018544,총몇명 스토리. 4,총몇명 원작;윤종문 글·그림,미래엔,2020,657.1 총34ㅊ v.4,대출가능,입실초등학교
5091,단행본,0000018543,총몇명 스토리. 3,총몇명 원작;윤종문 글·그림,미래엔,2020,657.1 총34ㅊ v.3,대출가능,입실초등학교
5092,단행본,0000018542,총몇명 스토리. 2,총몇명 원작;윤종문 글·그림,미래엔 아이세움,2020,657.1 총34ㅊ v.2,대출가능,입실초등학교
5093,단행본,0000018541,총몇명 스토리. 1,총몇명 원작;윤종문 글·그림,미래엔아이세움,2020,657.1 총34ㅊ v.1,대출가능,입실초등학교
5094,단행본,0000018540,슬라임즈. 9: 슬라임과 차원의 문,박순영 글;이정태 그림,겜툰,2021,657.1 박56ㅅ v.9,대출가능,입실초등학교
5095,단행본,0000018539,좀비고등학교 코믹스. 21: 원정의 끝,유대영 글;라임스튜디오 그림,겜툰,2020,657.1 유23ㅈ v.21,대출가능,입실초등학교
5096,단행본,0000018538,좀비고등학교 코믹스. 20: 열쇠의 비밀,유대영 글;라임스튜디오 그림,겜툰,2020,657.1 유23ㅈ v.20,대출가능,입실초등학교
5097,단행본,0000018537,흔한남매. 8,흔한남매 원작;백난도 글;유난희 그림,미래엔,2021,813.8 흔92ㅎ v.8,대출중,입실초등학교
5098,단행본,0000018536,흔한남매. 7,흔한남매 원작;백난도 글;유난희 그림,미래엔 아이세움,2021,813.8 흔92ㅎ v.7,대출중,입실초등학교
5099,단행본,0000018535,흔한남매. 6,흔한남매 원작;백난도 글;유난희 그림,미래엔,2020,813.8 흔92ㅎ v.6,대출가능,입실초등학교
5100,단행본,0000018534,흔한남매. 5,흔한남매 원작;백난도 글;유난희 그림,미래엔,2020,813.8 흔92ㅎ v.5,대출중,입실초등학교
5101,단행본,0000018533,흔한남매. 4,흔한남매 원작;백난도 글;유난희 그림,미래엔,2020,813.8 흔92ㅎ v.4,대출중,입실초등학교
5102,단행본,0000018532,흔한남매. 3,흔한남매 원작;백난도 글;유난희 그림,미래엔 아이세움,2020,813.8 흔92ㅎ v.3,대출가능,입실초등학교
5103,단행본,0000018531,흔한남매. 2,흔한남매 원작;백난도 글;유난희 그림,미래엔,2020,813.8 흔92ㅎ v.2,대출중,입실초등학교
5104,단행본,0000018530,흔한남매. 1,흔한남매 원작;백난도 지음;유난희 그림,미래엔,2020,813.8 흔92ㅎ v.1,대출중,입실초등학교
5105,단행본,0000018529,급식왕 GO. 2,급식왕 원작;최재연 글;구은미 그림,아울북,2021,813.8 급58ㄱ v.2,대출가능,입실초등학교
5106,단행본,0000018528,급식왕 GO. 1,급식왕 원작;최재연 글;구은미 그림,아울북,2021,813.8 급58ㄱ v.1,대출가능,입실초등학교
5107,단행본,0000018527,가자! 파뿌리. 1: 조선 시대로 시간여행! 편,파뿌리 원작;노세령 글·그림,베가북스,2020,813.8 파46ㄱ v.1,대출가능,입실초등학교
5108,단행본,0000018526,해리포터. 2-2: 비밀의 방,J. K. 롤링 지음;강동혁 옮김,문학수첩,2019,843 롤298ㅎ v.2-2,대출가능,입실초등학교
5109,단행본,0000018524,(Why?)신분과 직업,이근 지음;극동만화연구소 그림,예림당,2019,911 역52 v.20,대출가능,입실초등학교
